"Company Name","Website","Phone","Email","Address","Category","Website Status","Lead Score","Qualification Level","SSL Status","Source","Rating","Created At","Searched Keyword","Searched Location"
"B K Daily Mart","","07801840646","","
Shop No.5, RAJSHREE HEIGHTS, Kailash Colony, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Supermarket","unknown","55","","","google-maps","","2026-06-12T06:28:13.704Z","Grocery Store","Amraiwadi"
"Parasnath provision store amraiwadi","","08000218500","","
13, new jain milan soceity, Reva Bhai Rd, near Sureliya Estate, Vrundavan Society, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:28:17.619Z","Grocery Store","Amraiwadi"
"Hema Provision Store","","09724463614","","
Amraiwadi, Ahmedabad, Gujarat 380026","Fruit and vegetable store","unknown","65","","","google-maps","5","2026-06-12T06:28:25.330Z","Grocery Store","Amraiwadi"
"Rayka kapda house","","09723770286","","
Shop no. 40, AJAY TENAMENT, bus stand, Rayka kapda house, nr. Rita nagar, Rabari Colony, Ahmedabad, Gujarat 380026","Clothing store","unknown","65","","","google-maps","4.8","2026-06-12T06:29:08.311Z","Cloth","Rabari Colony"
"Shree Bhagwan Selection || Best Mens Fabrics Showroom | Mens Ethnic Studio | Dulha Collection","https://www.instagram.com/shree_bhagwan_selection_","08460166160","","
METRO PILLER NO-77, SHOPPING CENTAR, near, 4 TO 7, Reva Bhai Rd, Shivshambh Society, Rabari Colony, Vastral, Ahmedabad, Gujarat 380026","Men's clothing store","unknown","85","","","google-maps","4.5","2026-06-12T06:29:19.323Z","Cloth","Rabari Colony"
"God Father Fashion","","","","
Rabari Colony, Satyam Nagar, Ahmedabad, Gujarat 380026","Clothing store","unknown","40","","","google-maps","3.6","2026-06-12T06:29:23.571Z","Cloth","Rabari Colony"
"Women Clothing Store","","09328373413","","
Amraiwadi Metro Station, Rabari Colony Gate Number 2Metro Station, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Tailor","unknown","55","","","google-maps","2","2026-06-12T06:29:44.290Z","Cloth","Rabari Colony"
"Red & White Fashion","https://business.google.com/create?fp=3916532054749545296&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09898676868","","
near Sureliya Estate, Umiya Nagar, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 382415","Clothing store","unknown","85","","","google-maps","4.7","2026-06-12T06:29:48.474Z","Cloth","Rabari Colony"
"Jrp Tailors","https://business.google.com/create?fp=8058225803256020633&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09909908173","","
2J4J+V58, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","85","","","google-maps","4.8","2026-06-12T06:30:00.662Z","Cloth","Rabari Colony"
"Ramchandra Ladies Tailor","","09879747947","","
33, Vastral Road, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","60","","","google-maps","4","2026-06-12T06:30:08.739Z","Cloth","Rabari Colony"
"Brahmani Matching & Dresses","https://business.google.com/create?fp=4595653156175281316&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
2J2R+W5C, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","60","","","google-maps","","2026-06-12T06:30:12.444Z","Cloth","Rabari Colony"
"Gayatri Restaurant","https://www.google.com/searchviewer/42?cvd=clw_eiykjoicitifehgiftlx29ipeaoml2cvmtj2x2zjzmh6gae6awjwdq%3d%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=m6crap_fl5mcsemp1l2agq4&ei=m6crap_fl5mcsemp1l2agq4&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","09662203416","","
Rabari Colony, Suralia Circle, C.T.M, Road, Ahmedabad, Gujarat 380026","Restaurant","unknown","80","","","google-maps","4.1","2026-06-12T06:30:55.407Z","Restaurant","Rabari Colony"
"Mom's kitchen","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf5c2ixczmwdbgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=wkcraqycm6-tsempmdim0au&ei=wkcraqycm6-tsempmdim0au&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07572801174","","
A11, Morli Manohar Park Society, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Fast food restaurant","unknown","85","","","google-maps","4.7","2026-06-12T06:31:32.624Z","Restaurant","Rabari Colony"
"Gondal Bhakhari Shak & Tuver Totha","https://business.google.com/create?fp=17736785157787162600&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09913486849","","
2J3P+FRC, Cross Road, beside Vikram Chemicals, N.H.-8, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Restaurant","unknown","80","","","google-maps","4.4","2026-06-12T06:31:40.478Z","Restaurant","Rabari Colony"
"Shri Ram Daveli & Sendwich","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf0nw4zcji2nbgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=2kcrauksjrcjnespinwmkqs&ei=2kcrauksjrcjnespinwmkqs&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","09510433171","","
05, Banshidhar Nagar, To, Sureliya Road, opposite Metro Pillar, Rabari Colony, Ahmedabad, Gujarat 382415","Restaurant","unknown","80","","","google-maps","4.2","2026-06-12T06:31:56.169Z","Restaurant","Rabari Colony"
"MARUTI AGENCY-WHOLESALE HOUSE","","09033233098","","
Mina nagr, 15, near Shivanand Nagar, Rabari Colony, Satyam Nagar, Ahmedabad, Gujarat 380026","Grocery store","unknown","65","","","google-maps","4.6","2026-06-12T06:32:43.644Z","Grocery Store","Rabari Colony"
"Radheanajbhandar","","06355481978","","
Agrwalcompound Oppbhartinagar, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","General store","unknown","65","","","google-maps","5","2026-06-12T06:32:47.719Z","Grocery Store","Rabari Colony"
"Shree Ramdev Super Market","","09725586583","","
33/1-33/2, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Grocery store","unknown","55","","","google-maps","3","2026-06-12T06:32:51.517Z","Grocery Store","Rabari Colony"
"Nilesh Kirana Store","","07048352684","","
52, Chotelal Ki Chali, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Grocery store","unknown","55","","","google-maps","3.8","2026-06-12T06:33:00.032Z","Grocery Store","Rabari Colony"
"Durga Sales & Provision Store","https://business.google.com/create?fp=16196108504396124665&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","08460582374","","
25/26/27, Sant Rohidas Rd, New Jay Bhawani Nagar, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","General store","unknown","80","","","google-maps","4.3","2026-06-12T06:33:16.996Z","Grocery Store","Rabari Colony"
"હસમુખ પ્રોવિઝન સ્ટોર્સ","https://business.google.com/create?fp=10209533577063925029&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
2J5P+8F6, Shree Ramji Bhagat Rd, Rabari Colony, Satya Nagar, Ahmedabad, Gujarat 380023","Grocery store","unknown","60","","","google-maps","","2026-06-12T06:33:21.534Z","Grocery Store","Rabari Colony"
"Vardhaman Kirana and Provision Stores","","08866332125","","
Shreeram Shopping Centre, 5, 1, opp. Ajay Tenement, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Supermarket","unknown","65","","","google-maps","5","2026-06-12T06:33:29.640Z","Grocery Store","Rabari Colony"
"Mohanbhai Clothes Shop","https://business.google.com/create?fp=6664059219290735747&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09824379359","","
2J4Q+X8P, Near Revaba Nagar, Odhav, Soni Ni Chal, Gujarat 382415","Clothing store","unknown","85","","","google-maps","5","2026-06-12T06:34:28.450Z","Cloth","Soni ni Chali"
"Bhagwati Garment","https://business.google.com/create?fp=15386715826230284734&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
70, Soni ni chali, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","70","","","google-maps","4.6","2026-06-12T06:34:32.534Z","Cloth","Soni ni Chali"
"Pooja Selection","","09925063232","","
Pooja Selection, nr. Tulshishyam soc, opp. Laxmi dairy, Soni ni chali, Virat Nagar, Odhav, Ahmedabad, Gujarat 382415","Clothing store","unknown","55","","","google-maps","3.5","2026-06-12T06:34:36.386Z","Cloth","Soni ni Chali"
"Fitwell Fashion Hub","https://business.google.com/create?fp=7702977310815496570&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Shreeji Complex, 1.2.3, Odhav Rd, near to overbrige, opp. HDFC bank, Soni ni chali, G I D C Industrial Area, Odhav, Ahmedabad, Gujarat 382415","Clothing store","unknown","70","","","google-maps","4.7","2026-06-12T06:34:48.375Z","Cloth","Soni ni Chali"
"Somya fashion","https://business.google.com/create?fp=6433196658192522849&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
FIRE STATION, Soni ni chali, B/H, GIDC ESTATE, Odhav, Ahmedabad, Gujarat 382415","Women's clothing store","unknown","60","","","google-maps","","2026-06-12T06:34:52.956Z","Cloth","Soni ni Chali"
"Cotton India","","09722713200","","
bus stop, H-404, Sumel - 7, National Highway 8, opposite Soma Textiles BRTS, Soni ni chali, Ahmedabad, Gujarat 380023","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:35:10.933Z","Cloth","Soni ni Chali"
"Gujrat Restaurant - coffee","","","","
Vora ni chali Nearly Momin Masjid, Bapunagar, Ahmedabad, Gujarat 380024","Restaurant","unknown","45","","","google-maps","4.3","2026-06-12T06:35:58.757Z","Restaurant","Bapunagar"
"Zayka Chinese & Moglai","","08140654276","","
Sundaramnagar, Soni Ni Chal, Rakhial, Ahmedabad, Gujarat 380023","Restaurant","unknown","55","","","google-maps","3.9","2026-06-12T06:36:26.582Z","Restaurant","Soni ni Chali"
"Mahakali restaurant","","08866663189","","
Raghuveer Complex, Soni ni chali, G I D C Industrial Area, Odhav, Ahmedabad, Gujarat 382415","Restaurant","unknown","65","","","google-maps","5","2026-06-12T06:36:31.370Z","Restaurant","Soni ni Chali"
"A One Bombay chikan biryani.MOHAMMAD FIROJ KHAN","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfzntf2a21rzbgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=76grapein_agnesp8paugas&ei=76grapein_agnesp8paugas&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07081279356","","
Shop No 8, Soni ni chali, Rehmat Nagar, Rakhial, Ahmedabad, Gujarat 380023","Takeout restaurant","unknown","80","","","google-maps","4.2","2026-06-12T06:36:35.857Z","Restaurant","Soni ni Chali"
"Janta Fry centre","https://www.swiggy.com/restaurants/janta-fry-centre-rakhial-vastrapur-ahmedabad-819403/dineout?is_retargeting=true&media_source=googlereserve&utm_campaign=googlemap&utm_source=googlereserve","09974035947","","
Soni Ni Chawl Char Rasta, National Highway No.8, Narol - Naroda Rd, Soni Ni Chal, Rakhial, Ahmedabad, Gujarat 380023","North Indian restaurant","unknown","80","","","google-maps","4","2026-06-12T06:36:51.429Z","Restaurant","Soni ni Chali"
"Anand Traders","","08866791619","","
71, Nicol Canal Rd, Soni ni chali, Nikol Canal Rd, Soni ni chali, Ramrajya Nagar, Odhav, Ahmedabad, Gujarat 382415","Grocery store","unknown","55","","","google-maps","3.9","2026-06-12T06:38:33.463Z","Grocery Store","Soni ni Chali"
"365 Super Market","","","","
Soni ni chali, Khodiar Nagar, Ahmedabad, Gujarat 382350","Store","unknown","50","","","google-maps","4.6","2026-06-12T06:38:37.938Z","Grocery Store","Soni ni Chali"
"श्री श्याम किराणा स्टोर सोजी खैड़ा चांदरास","https://business.google.com/create?fp=4962922871910035211&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
2J9M+H7W, Lal Bahadur Shastri Rd, Soni ni chali, Soni Ni Chal, Rakhial, Ahmedabad, Gujarat 380023","Grocery store","unknown","65","","","google-maps","4","2026-06-12T06:38:42.171Z","Grocery Store","Soni ni Chali"
"Janta Kirana Store","https://business.google.com/create?fp=14731331859452526501&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
2JHV+PJC, Virat Nagar Rd, Soni ni chali, Purshottam Nagar, Khodiar Nagar, Ahmedabad, Gujarat 382350","Grocery store","unknown","65","","","google-maps","4","2026-06-12T06:38:47.381Z","Grocery Store","Soni ni Chali"
"Aai Shree Khodiyar General Stores","","09904378221","","
Soni ni chali, Bapunagar, Ahmedabad, Gujarat 380024","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:38:51.413Z","Grocery Store","Soni ni Chali"
"Mahakali Provision Stores","","09173233402","","
Shop no 3, siddhi Apartment, 80 Feet Rd, Soni ni chali, Virat Nagar, Khodiar Nagar, Ahmedabad, Gujarat 382350","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:39:04.390Z","Grocery Store","Soni ni Chali"
"I G Super Mart","","09558274629","","
amidhara apartment, A_14, near mahila Bank, Soni ni chali, Soni Ni Chal, Rakhial, Ahmedabad, Gujarat 380023","General store","unknown","55","","","google-maps","3","2026-06-12T06:39:08.824Z","Grocery Store","Soni ni Chali"
"Khodiyar Amul Parler","https://business.google.com/create?fp=11407518732001785421&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09429612416","","
380038, A/22/24, Narayan Nagar Rd, Soni ni chali, Khodiar Nagar, Ahmedabad, Gujarat 382350","Grocery store","unknown","85","","","google-maps","4.6","2026-06-12T06:39:14.027Z","Grocery Store","Soni ni Chali"
"HAKU Trends (Bapunagar) - S to 8XL Kurti Factory Outlet","https://linktr.ee/hakutrends","08160865994","","
Devraj Mall, 3 (Ground Floor), Gokul Chambers, Opposit, India Colony Rd, beside Dwakadhish Haveli Mandir, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","85","","","google-maps","4.9","2026-06-12T06:39:58.304Z","Cloth","Bapunagar"
"No Next - Bapunagar","https://www.no-next.com","08320315020","","
B/s, Jagat nagar, 106, Thakkarbapa Nagar Rd, Bapunagar, Ahmedabad, Gujarat 380024","Men's clothing store","unknown","85","","","google-maps","4.9","2026-06-12T06:40:02.426Z","Cloth","Bapunagar"
"Highlander Store – Bapunagar, Ahmedabad","","08347786883","","
Shop No-C1, India Colony Rd, nr. Sales India Bapunagar, Ila Society C1 Wing, Bapunagar, Ahmedabad, Gujarat 380024","Men's clothing store","unknown","65","","","google-maps","4.8","2026-06-12T06:40:11.607Z","Cloth","Bapunagar"
"Kore Clothing Point","","09033734734","","
Chirag Diamond, A-15, Lal Bahadur Shastri Rd, Bapunagar, Ahmedabad, Gujarat 380024","Men's clothing store","unknown","65","","","google-maps","4.7","2026-06-12T06:40:15.825Z","Cloth","Bapunagar"
"City Point men's Wear","","09998551161","","
Near Bapunagar Char Rasta, Ghanti Stand, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","65","","","google-maps","4.6","2026-06-12T06:40:20.364Z","Cloth","Bapunagar"
"Aai Shree Khodiyar Readymade","","09510462934","","
lane of Shreeji Novelty Store, 715 / 4734, G.H.B Rd, near Patel Wadi Road, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","65","","","google-maps","4.6","2026-06-12T06:40:25.313Z","Cloth","Bapunagar"
"The New Black","https://www.instagram.com/thenewblack__133","08156006600","","
Jalaram Avenue, 1, India Colony Rd, near Mahalaxmi Dairy, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","85","","","google-maps","4.7","2026-06-12T06:40:29.610Z","Cloth","Bapunagar"
"Jagdish Matching","","09428115440","","
Illa society, India Colony Rd, opp. shoe palace, near sales india, Ila Society C1 Wing, Bapunagar, Ahmedabad, Gujarat 380024","Women's clothing store","unknown","65","","","google-maps","4.5","2026-06-12T06:40:33.796Z","Cloth","Bapunagar"
"CHHURIBAZZ WESTERN WEAR","https://www.instagram.com/chhuribazz_western_wears?igsh=cdq4mdrhemfszjh6","09662869096","","
Shop No.184/1159 Nr.General Hospital,, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","80","","","google-maps","4","2026-06-12T06:40:38.047Z","Cloth","Bapunagar"
"New Rocky Fashion","","09429615061","","
Bhidbhanjan Road, Apposite maruti stasnery, near mahakali wav, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","65","","","google-maps","4.9","2026-06-12T06:40:42.576Z","Cloth","Bapunagar"
"Shakti western club","http://shaktiwesternclub.in","08000015672","","
Shaktiwesternclub, near Krishna Vidhyalaya, opp. savalia hospital, Manhar Nagar, Bapunagar, Ahmedabad, Gujarat 380024","Men's clothing store","unknown","80","","","google-maps","4.4","2026-06-12T06:40:46.912Z","Cloth","Bapunagar"
"Dakait Western Outfit","https://business.google.com/create?fp=3868926074931797316&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Shri Ranghudiyaji Bhojanalay, Sardar Patel Stadium Rd, near General Hospital, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","65","","","google-maps","4.1","2026-06-12T06:40:51.421Z","Cloth","Bapunagar"
"Maruti Emporium","","09925364600","","
BLOCK-A, MANPASAND ESTATE, A/3-4-5-6, Manpasand Diamond Complex, behind Samjuba Hospital, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","65","","","google-maps","4.5","2026-06-12T06:40:55.980Z","Cloth","Bapunagar"
"Baggy Men's Clothing","","09033118454","","
GF 1-2,Center Point, Opp Jagatnagar -2, India Colony, Bapunagar, Ahmedabad, Gujarat 380024","Clothing store","unknown","65","","","google-maps","4.8","2026-06-12T06:41:00.944Z","Cloth","Bapunagar"
"Khaudhara Point","https://www.swiggy.com/restaurants/khaudhra-point-bapunagar-ahmedabad-91919/dineout?is_retargeting=true&media_source=googlereserve&utm_campaign=googlemap&utm_source=googlereserve","09925605864","","
Dinesh Chambers, 19, Shyam Shikhar Complex, Char Rasta, above Priti Jeweler's & Arihant Mobile, Bapunagar, Ahmedabad, Gujarat 382345","South Indian restaurant","unknown","80","","","google-maps","4.2","2026-06-12T06:41:43.135Z","Restaurant","Bapunagar"
"Sankalp Restaurant & Sam's Pizza Quick Pick","http://www.sankalponline.com","08866686698","","
Dinesh Chambers, 1st Floor, Lakhani Chambers, A-35 Shakti Dhara Society, near Bapunagar, Tolnaka, Ahmedabad, Gujarat 382350","South Indian restaurant","unknown","80","","","google-maps","4.3","2026-06-12T06:41:47.450Z","Restaurant","Bapunagar"
"Joy Restaurant","https://www.google.com/searchviewer/42?cvd=clw_eiykjoicitifehgiftlx29ipeaoml2cvmxlmamd5mwsxgae6awjwdq%3d%3d&g2lbs=aibngdubiqufstl2qudci_kdnzqk7ewg7qg8kjink7pejqyrluzsr_92xiaqureoj56cqdaqur7o&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=mkoratnqidacsempjoifkqo&ei=mkoratnqidacsempjoifkqo&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07922200035","","
2JQJ+V6F Shayona Arcade, Shop No - 5 To 10, Shayna Arced, Lal Bahadur Shastri Rd, opp. Dinesh Chambers, Tolnaka, Bapunagar, Ahmedabad, Gujarat 382345","Chinese restaurant","unknown","80","","","google-maps","4.3","2026-06-12T06:41:56.238Z","Restaurant","Bapunagar"
"Jalaram Kathiyawadi Dhaba","https://www.instagram.com/jalaramkathiyawadidhaba?igsh=m2swdjvmngjomznt","09624997672","","
Shilp Arcade, G/16 TO 20, near SAMIR-SITVAN SOCIETY, above Lal Bahadur Shastri Road, Samir Shitavan Society, Vimal Jyoti Society, Hirawadi, Bapunagar, Ahmedabad, Gujarat 382345","Gujarati restaurant","unknown","80","","","google-maps","4.1","2026-06-12T06:42:00.535Z","Restaurant","Bapunagar"
"La Milano Pizzeria - Best Pizza in Bapunagar, Ahmedabad","https://www.lamilano.pizza","09512017299","","
Shakti Dhara Complex, 30/31, Ground Floor, opp. Kakdiya Hospital, Bapunagar, Ahmedabad, Gujarat 382350","Pizza restaurant","unknown","85","","","google-maps","4.7","2026-06-12T06:42:04.975Z","Restaurant","Bapunagar"
"Mr. Punjab","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfsmtd3bhdjdbgbogmi8a0%3d&g2lbs=aibngdvpgpmfacqpfp9jzxi5moekcm8tpdps0m7i7jfxnhl_kttk6vd2vodrzsebua1sfuveb9h3&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=paoraslrhaoosemph_zbka&ei=paoraslrhaoosemph_zbka&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","09691978079","","
2JMP+8M5, Khodiyar Nagar Rd, opposite Krishna Vidyalay, Manhar Nagar Part-1, Bapunagar, Ahmedabad, Gujarat 380024","Punjabi restaurant","unknown","85","","","google-maps","4.6","2026-06-12T06:42:09.297Z","Restaurant","Bapunagar"
"Idli Ghar - Andhra Taste - Bapunagar","https://idligharandhrataste.shop","08460063885","","
MANHARNAGAR SOCIETY, Besides, Approach BRTS, next to Jain Derasar Temple, opp. Bapunagar, Chamundanagar, Bapunagar, Ahmedabad, Gujarat 380024","South Indian restaurant","unknown","85","","","google-maps","4.8","2026-06-12T06:42:14.102Z","Restaurant","Bapunagar"
"Ajay's Café Bapunagar, Ahmedabad","https://ajays.co.in","09313938684","","
Shop No.B/22, Radhe Shopping Centre, near Khokhra Circle, Maninagar East, Khokhra, Ahmedabad, Gujarat 380008","Fast food restaurant","unknown","85","","","google-maps","4.8","2026-06-12T06:42:18.373Z","Restaurant","Khokhra"
"Aristo Cafe And Restro","https://www.aristocaferestro.com","09336000066","","
301 3rd Floor, Above Passport Seva Kendra, White House Opp BAPS Shri Swaminarayan Mandir, Near Shyam Shikhar Complex India Colony, Bapunagar, Ahmedabad, Gujarat 380024","Cafe","unknown","85","","","google-maps","4.7","2026-06-12T06:42:22.858Z","Restaurant","Bapunagar"
"Shivshahi's kitchen","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfsndhomzdqchgbogmi8a0%3d&g2lbs=aibngdwtxct_r6qzycb8hyekzzf9zfwuva2fisgx7czpbx6vr-gs9flhq5ha18bztnud30fw486t&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=t6oraqoec4mssemp2o_vyao&ei=t6oraqoec4mssemp2o_vyao&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","09924449020","","
Gujarat Housing Board, 699/4608, nr. Somnath Mandir, Char Rasta, B/H, SHREEJI VIDHLAY, Bapunagar, Ahmedabad, Gujarat 380024","Maharashtrian Restaurant","unknown","85","","","google-maps","4.8","2026-06-12T06:42:27.334Z","Restaurant","Bapunagar"
"Shyam Shikhar Restaurant","https://www.swiggy.com/restaurants/shyam-shikhar-restaurant-bapunagar-vastrapur-ahmedabad-834466/dineout?is_retargeting=true&media_source=googlereserve&utm_campaign=googlemap&utm_source=googlereserve","08905555922","","
Shyam Shikhar Complex, Lal Bahadur Shastri Rd, Tolnaka, Bapunagar, Ahmedabad, Gujarat 380024","North Indian restaurant","unknown","80","","","google-maps","4","2026-06-12T06:42:35.974Z","Restaurant","Bapunagar"
"dhanlaxmi idli corner","http://dhanlaxmiidlicorner.com","09723021074","","
441[2543, Guj Housing Board, Uttam Nagar Society, bhid bhanjan, Bapunagar, Ahmedabad, Gujarat 380024","South Indian restaurant","unknown","85","","","google-maps","4.9","2026-06-12T06:42:40.450Z","Restaurant","Bapunagar"
